34	盾	3,14232902	3,14232902
25	亀	2,31053604	5,45286506
25	霊	2,31053604	7,76340111
24	解	2,21811460	9,98151571
20	放	1,84842884	11,82994455
16	件	1,47874307	13,30868762
16	条	1,47874307	14,78743068
16	出	1,47874307	16,26617375
13	力	1,20147874	17,46765250
13	者	1,20147874	18,66913124
12	国	1,10905730	19,77818854
11	俺	1,01663586	20,79482440
11	勇	1,01663586	21,81146026
10	事	0,92421442	22,73567468
10	強	0,92421442	23,65988909
9	方	0,83179298	24,49168207
9	思	0,83179298	25,32347505
8	何	0,73937153	26,06284658
8	様	0,73937153	26,80221811
8	前	0,73937153	27,54158965
8	魔	0,73937153	28,28096118
8	他	0,73937153	29,02033272
8	中	0,73937153	29,75970425
8	場	0,73937153	30,49907579
7	合	0,64695009	31,14602588
7	果	0,64695009	31,79297597
7	時	0,64695009	32,43992606
7	多	0,64695009	33,08687616
7	能	0,64695009	33,73382625
7	心	0,64695009	34,38077634
7	備	0,64695009	35,02772643
7	状	0,64695009	35,67467652
7	撃	0,64695009	36,32162662
6	用	0,55452865	36,87615527
6	動	0,55452865	37,43068392
6	効	0,55452865	37,98521257
6	分	0,55452865	38,53974122
6	来	0,55452865	39,09426987
6	言	0,55452865	39,64879852
6	装	0,55452865	40,20332717
6	手	0,55452865	40,75785582
5	的	0,46210721	41,21996303
5	物	0,46210721	41,68207024
5	体	0,46210721	42,14417745
5	気	0,46210721	42,60628466
5	練	0,46210721	43,06839187
5	頼	0,46210721	43,53049908
5	戦	0,46210721	43,99260628
5	一	0,46210721	44,45471349
5	王	0,46210721	44,91682070
5	楽	0,46210721	45,37892791
5	知	0,46210721	45,84103512
5	目	0,46210721	46,30314233
5	況	0,46210721	46,76524954
5	問	0,46210721	47,22735675
5	回	0,46210721	47,68946396
5	女	0,46210721	48,15157116
4	以	0,36968577	48,52125693
4	変	0,36968577	48,89094270
4	当	0,36968577	49,26062847
4	四	0,36968577	49,63031423
4	外	0,36968577	50,00000000
4	我	0,36968577	50,36968577
4	三	0,36968577	50,73937153
4	集	0,36968577	51,10905730
4	考	0,36968577	51,47874307
4	信	0,36968577	51,84842884
4	高	0,36968577	52,21811460
4	使	0,36968577	52,58780037
4	化	0,36968577	52,95748614
4	話	0,36968577	53,32717190
4	利	0,36968577	53,69685767
4	材	0,36968577	54,06654344
4	増	0,36968577	54,43622921
4	所	0,36968577	54,80591497
4	臓	0,36968577	55,17560074
4	反	0,36968577	55,54528651
4	倉	0,36968577	55,91497227
4	性	0,36968577	56,28465804
4	度	0,36968577	56,65434381
4	庫	0,36968577	57,02402957
4	良	0,36968577	57,39371534
3	貰	0,27726433	57,67097967
3	素	0,27726433	57,94824399
3	類	0,27726433	58,22550832
3	後	0,27726433	58,50277264
3	確	0,27726433	58,78003697
3	発	0,27726433	59,05730129
3	生	0,27726433	59,33456562
3	同	0,27726433	59,61182994
3	自	0,27726433	59,88909427
3	系	0,27726433	60,16635860
3	見	0,27726433	60,44362292
3	奴	0,27726433	60,72088725
3	大	0,27726433	60,99815157
3	流	0,27726433	61,27541590
3	訓	0,27726433	61,55268022
3	作	0,27726433	61,82994455
3	偽	0,27726433	62,10720887
3	字	0,27726433	62,38447320
3	星	0,27726433	62,66173752
3	間	0,27726433	62,93900185
3	吸	0,27726433	63,21626617
3	理	0,27726433	63,49353050
3	悪	0,27726433	63,77079482
3	無	0,27726433	64,04805915
3	聞	0,27726433	64,32532348
3	不	0,27726433	64,60258780
3	人	0,27726433	64,87985213
3	波	0,27726433	65,15711645
3	品	0,27726433	65,43438078
3	題	0,27726433	65,71164510
3	山	0,27726433	65,98890943
3	現	0,27726433	66,26617375
3	攻	0,27726433	66,54343808
3	羅	0,27726433	66,82070240
3	位	0,27726433	67,09796673
3	残	0,27726433	67,37523105
3	甲	0,27726433	67,65249538
3	法	0,27726433	67,92975970
3	未	0,27726433	68,20702403
